snapshot_date,store_id,product_id,available_stock,on_hand_stock,reserved_stock,committed_stock,inventory_on_order,safety_stock
2025-09-17,S034,P00881,369,486,26,91,109,12
2025-12-30,S053,P00385,149,217,51,17,35,26
2025-06-14,S042,P03674,92,173,31,50,40,29
2025-12-28,S052,P03446,356,531,94,81,136,72
2025-05-19,S027,P02699,111,167,13,43,194,25
2025-05-15,S036,P01345,163,207,44,0,152,37
2025-07-12,S006,P04971,20,26,0,6,73,58
2025-06-23,S012,P02340,161,326,90,75,110,80
2025-07-16,S094,P03433,371,530,75,84,113,51
2025-05-15,S052,P00266,198,318,64,56,174,18
2025-03-30,S063,P00259,201,300,15,84,110,34
2025-08-12,S077,P00264,177,275,70,28,88,94
2025-03-27,S070,P01311,184,283,79,20,168,56
2025-11-19,S057,P02190,332,441,23,86,1,27
2025-02-08,S083,P02026,360,540,58,122,164,27
2025-02-10,S100,P02924,177,193,0,16,102,66
2025-03-16,S019,P02308,315,471,89,67,45,83
2025-08-06,S003,P00604,210,304,13,81,198,97
2025-10-24,S023,P04370,332,415,12,71,152,75
2025-11-02,S014,P03711,104,226,64,58,148,59
2025-10-18,S057,P01762,333,559,103,123,147,63
2025-11-29,S093,P00730,348,408,17,43,161,94
2025-07-03,S091,P00457,262,429,114,53,88,59
2025-05-10,S084,P02798,236,567,165,166,46,57
2025-01-02,S075,P03964,365,583,142,76,116,37
2025-03-13,S040,P04333,130,222,40,52,101,30
2025-04-25,S078,P01114,207,254,42,5,112,75
2025-04-13,S078,P01744,157,230,16,57,68,44
2025-11-21,S050,P02570,211,311,70,30,128,95
2025-11-19,S077,P02751,118,128,8,2,43,73
2025-10-08,S023,P01476,70,101,21,10,106,88
2025-07-19,S055,P00529,350,528,108,70,110,33
2025-01-09,S014,P02199,325,423,88,10,30,24
2025-03-19,S064,P00633,144,173,7,22,128,29
2025-03-14,S063,P00983,347,580,102,131,35,86
2025-09-04,S075,P04774,216,365,47,102,182,38
2025-01-08,S074,P00034,292,493,77,124,45,22
2025-03-23,S016,P00128,231,496,142,123,40,65
2025-07-18,S060,P01572,220,304,11,73,5,78
2025-05-03,S016,P04895,140,176,0,36,6,50
2025-03-25,S026,P00345,456,593,122,15,2,45
2025-05-14,S095,P00577,180,250,39,31,127,72
2025-05-02,S024,P04346,130,232,44,58,179,75
2025-01-16,S022,P03249,324,481,82,75,135,39
2025-10-25,S066,P00657,82,126,34,10,137,74
2025-08-01,S083,P03977,48,72,7,17,197,87
2025-11-22,S092,P04457,508,599,63,28,63,34
2025-08-29,S057,P03358,246,324,59,19,40,97
2025-01-03,S072,P01661,102,169,32,35,87,73
2025-03-10,S073,P02028,362,574,57,155,164,45
2025-05-23,S049,P04844,376,459,39,44,48,55
2025-05-29,S051,P00725,173,275,53,49,54,54
2025-08-17,S084,P04293,378,592,155,59,77,74
2025-10-23,S009,P02441,317,388,35,36,170,28
2025-03-18,S047,P01654,217,256,24,15,92,75
2025-08-11,S050,P02584,339,418,31,48,105,31
2025-04-05,S053,P02527,186,265,10,69,89,94
2025-05-15,S014,P00313,189,263,39,35,7,65
2025-05-16,S016,P03642,235,335,52,48,139,28
2025-02-05,S051,P00083,185,351,66,100,164,65
2025-09-28,S058,P01417,196,299,57,46,59,24
2025-01-17,S073,P04186,368,533,108,57,154,11
2025-01-15,S072,P02010,272,374,23,79,73,25
2025-05-02,S049,P00237,271,396,37,88,62,33
2025-09-27,S026,P03744,220,337,84,33,82,28
2025-09-26,S056,P02667,71,78,3,4,114,58
2025-04-16,S017,P03534,91,110,9,10,135,60
2025-07-14,S001,P01573,199,277,32,46,6,42
2025-12-14,S035,P03708,192,230,33,5,29,66
2025-12-18,S072,P01947,46,76,20,10,79,43
2025-04-22,S057,P03113,117,180,51,12,120,17
2025-07-25,S017,P04209,230,337,46,61,167,29
2025-08-21,S037,P01046,431,468,33,4,40,15
2025-09-17,S087,P02366,265,451,59,127,194,29
2025-05-28,S070,P04196,178,310,87,45,116,40
2025-12-04,S057,P04693,210,250,9,31,144,31
2025-07-21,S084,P02040,267,291,14,10,11,24
2025-01-19,S063,P04491,68,97,27,2,187,94
2025-09-16,S011,P02646,479,523,19,25,125,88
2025-03-29,S073,P02264,22,27,3,2,15,31
2025-09-11,S094,P04789,92,164,44,28,175,28
2025-10-11,S071,P01910,305,412,5,102,72,93
2025-07-26,S006,P00590,189,258,22,47,110,13
2025-05-26,S063,P01718,305,384,10,69,71,41
2025-09-03,S025,P04909,339,500,122,39,106,11
2025-03-20,S051,P00449,202,260,39,19,146,95
2025-05-03,S010,P04266,321,433,44,68,92,57
2025-01-20,S007,P00837,354,490,32,104,67,59
2025-09-17,S036,P02051,147,257,50,60,89,95
2025-09-14,S057,P01960,304,344,3,37,193,51
2025-12-01,S060,P02674,254,272,13,5,190,50
2025-03-21,S069,P01354,101,130,13,16,152,80
2025-06-08,S031,P03516,219,348,60,69,98,13
2025-01-22,S088,P04839,15,22,5,2,37,70
2025-07-28,S021,P04513,444,570,47,79,32,22
2025-06-21,S032,P03326,111,142,24,7,88,39
2025-07-23,S001,P01684,148,193,35,10,44,81
2025-12-24,S098,P00925,436,572,29,107,180,78
2025-03-31,S046,P01169,114,158,6,38,62,65
2025-03-28,S068,P03542,37,56,11,8,124,76
2025-09-30,S019,P01065,385,452,23,44,150,84
2025-09-07,S003,P01004,187,311,83,41,198,64
2025-06-03,S011,P03105,249,449,76,124,166,98
2025-04-14,S021,P01481,69,84,12,3,176,89
2025-11-27,S037,P03404,56,79,4,19,177,55
2025-10-29,S047,P00805,159,162,2,1,71,17
2025-01-15,S001,P04615,353,552,101,98,67,36
2025-08-25,S049,P02069,364,557,143,50,96,68
2025-10-01,S017,P01179,367,567,54,146,23,31
2025-12-22,S060,P03502,72,114,10,32,186,73
2025-07-09,S052,P02738,262,311,20,29,123,70
2025-09-17,S030,P03791,387,426,37,2,157,69
2025-12-22,S061,P01875,286,330,29,15,110,94
2025-02-22,S076,P04690,58,131,35,38,129,25
2025-04-16,S049,P00358,45,56,6,5,144,45
2025-01-10,S096,P01779,137,172,35,0,191,30
2025-07-05,S027,P04546,308,518,59,151,101,33
2025-09-06,S094,P03339,185,288,81,22,84,30
2025-11-08,S039,P03478,359,584,130,95,145,56
2025-08-18,S048,P04550,316,468,123,29,78,75
2025-01-14,S022,P03412,190,298,34,74,161,53
2025-11-10,S004,P02707,22,25,3,0,140,58
2025-01-26,S026,P02600,23,50,13,14,109,15
2025-05-02,S040,P04543,117,152,34,1,62,28
2025-04-04,S036,P03539,157,233,42,34,164,88
2025-03-20,S030,P01446,48,102,27,27,35,67
2025-03-14,S069,P04414,206,419,112,101,98,24
2025-03-08,S035,P00498,223,284,9,52,32,76
2025-12-29,S093,P01835,391,425,19,15,181,92
2025-09-08,S069,P01705,196,212,11,5,89,45
2025-04-16,S074,P02394,236,353,71,46,155,65
2025-01-16,S048,P02695,64,81,17,0,0,58
2025-03-12,S013,P00899,393,586,138,55,122,81
2025-01-06,S040,P04410,39,61,12,10,193,23
2025-07-24,S083,P00090,14,22,5,3,1,12
2025-10-23,S005,P03057,140,195,27,28,187,78
2025-03-20,S047,P00693,361,564,150,53,70,40
2025-03-25,S016,P04956,19,24,1,4,74,20
2025-08-25,S055,P00945,234,261,14,13,146,88
2025-04-24,S071,P04511,293,438,43,102,60,92
2025-06-17,S099,P01133,348,470,34,88,16,81
2025-08-31,S004,P01503,34,49,11,4,89,78
2025-11-30,S092,P04085,148,257,37,72,92,38
2025-09-16,S054,P03913,254,401,87,60,2,60
2025-12-24,S022,P02452,406,517,52,59,152,53
2025-05-31,S028,P01927,215,305,12,78,152,25
2025-03-25,S089,P01508,332,471,87,52,199,52
2025-01-11,S084,P00116,544,599,49,6,43,59
2025-11-14,S038,P01769,398,443,3,42,86,31
2025-04-14,S030,P02247,370,494,58,66,137,59
2025-06-18,S009,P04250,393,507,105,9,155,22
2025-07-28,S065,P04825,319,393,16,58,157,20
2025-07-24,S083,P01092,389,571,118,64,25,41
2025-01-27,S037,P04506,118,144,21,5,150,28
2025-03-27,S064,P03784,229,252,23,0,93,45
2025-10-04,S067,P04144,184,258,8,66,50,99
2025-12-20,S031,P04375,448,545,32,65,48,58
2025-03-25,S094,P03815,343,522,128,51,82,31
2025-07-08,S011,P03776,122,185,9,54,138,55
2025-09-29,S045,P04877,324,580,155,101,116,81
2025-01-10,S053,P02635,425,459,13,21,196,54
2025-05-02,S008,P02275,463,493,15,15,16,34
2025-01-06,S028,P01613,25,31,5,1,24,97
2025-11-20,S041,P04465,215,463,116,132,123,57
2025-03-09,S036,P03167,212,290,56,22,65,44
2025-08-04,S001,P01704,230,317,14,73,38,33
2025-07-15,S068,P03858,71,118,32,15,93,99
2025-12-28,S047,P00402,30,37,4,3,52,74
2025-05-16,S033,P01246,128,159,28,3,26,49
2025-07-30,S052,P01287,61,96,27,8,117,20
2025-01-22,S024,P01223,358,549,144,47,121,65
2025-11-22,S010,P01125,63,88,7,18,52,30
2025-09-18,S028,P00753,198,313,45,70,166,89
2025-01-05,S044,P02717,440,583,16,127,98,55
2025-02-26,S066,P02456,255,327,28,44,131,57
2025-03-30,S009,P02180,106,166,22,38,87,47
2025-10-14,S066,P02363,183,239,25,31,81,36
2025-08-06,S060,P03590,184,212,13,15,165,48
2025-01-11,S085,P01343,374,507,82,51,42,70
2025-09-13,S020,P02800,203,341,47,91,148,81
2025-01-25,S047,P03338,304,368,46,18,137,44
2025-10-13,S061,P02356,163,216,39,14,10,62
2025-05-14,S074,P04096,394,557,0,163,96,82
2025-12-19,S098,P02336,183,321,60,78,74,91
2025-08-13,S097,P00063,243,334,76,15,56,66
2025-08-22,S014,P00498,203,347,56,88,6,56
2025-02-04,S033,P00481,267,354,47,40,155,31
2025-04-14,S057,P04810,250,380,76,54,69,44
2025-05-23,S044,P04448,88,144,41,15,112,74
2025-11-13,S017,P01198,195,422,103,124,170,19
2025-01-04,S081,P01197,275,586,168,143,68,70
2025-04-11,S008,P03926,16,22,2,4,103,37
2025-06-02,S079,P03994,220,464,122,122,70,88
2025-05-30,S092,P00425,404,502,24,74,95,32
2025-10-07,S070,P03490,267,486,78,141,131,52
2025-05-13,S064,P01130,81,155,29,45,94,17
2025-11-29,S052,P03438,25,45,8,12,15,57
2025-10-05,S099,P01736,277,330,19,34,98,80
2025-11-12,S052,P03633,125,261,67,69,191,95
2025-05-26,S014,P00356,29,35,5,1,165,94
2025-08-29,S022,P01198,333,527,150,44,14,79
2025-05-08,S027,P03692,427,513,60,26,40,28
2025-12-06,S060,P02034,123,173,42,8,184,60
2025-04-04,S024,P04391,88,124,5,31,33,98
2025-11-16,S072,P04765,37,40,3,0,6,10
2025-10-16,S003,P01735,264,305,26,15,13,44
2025-10-08,S074,P04943,226,288,0,62,160,93
2025-05-31,S097,P04999,108,112,4,0,13,19
2025-09-13,S010,P00632,138,256,50,68,113,67
2025-05-09,S100,P03416,460,556,35,61,70,22
2025-02-21,S029,P04505,18,37,9,10,131,55
2025-04-02,S076,P04787,235,363,37,91,35,94
2025-01-07,S009,P02197,197,226,16,13,25,10
2025-09-07,S071,P01005,244,324,35,45,78,72
2025-01-14,S015,P00788,295,475,87,93,124,51
2025-07-14,S009,P03964,112,180,48,20,9,94
2025-10-07,S006,P03294,340,476,27,109,45,23
2025-11-02,S061,P00242,263,409,116,30,12,15
2025-02-16,S094,P00857,379,491,76,36,81,97
2025-02-07,S078,P04223,392,513,87,34,11,92
2025-09-28,S019,P02378,379,436,2,55,102,25
2025-09-02,S073,P03612,266,389,10,113,161,71
2025-04-15,S057,P02990,197,415,115,103,125,44
2025-12-27,S011,P02693,225,373,61,87,19,94
2025-03-17,S095,P04663,415,456,26,15,76,56
2025-10-14,S056,P04544,170,298,64,64,118,62
2025-01-31,S003,P03185,266,445,49,130,47,23
2025-10-15,S095,P00627,448,547,20,79,170,92
2025-08-22,S019,P01692,157,180,15,8,71,72
2025-01-16,S035,P00113,437,568,95,36,28,93
2025-11-16,S024,P03199,109,154,42,3,144,27
2025-10-27,S076,P00098,129,173,1,43,141,11
2025-03-30,S098,P02018,333,469,29,107,170,57
2025-09-06,S097,P01250,224,307,39,44,170,54
2025-09-19,S060,P00042,305,500,141,54,185,25
2025-01-19,S066,P04452,346,578,138,94,21,78
2025-07-09,S007,P03308,79,130,22,29,39,74
2025-01-13,S039,P04129,177,258,36,45,164,94
2025-12-24,S042,P03726,175,225,38,12,23,25
2025-11-06,S004,P00936,33,43,1,9,103,78
2025-05-23,S012,P01694,27,31,1,3,49,16
2025-07-31,S046,P04341,50,63,7,6,83,22
2025-11-18,S005,P03475,190,267,9,68,186,45
2025-03-07,S023,P00693,219,237,5,13,13,62
2025-03-25,S025,P00533,202,420,98,120,160,98
2025-11-06,S001,P00041,98,219,63,58,76,37
2025-06-15,S079,P03455,165,181,11,5,80,32
2025-11-26,S060,P03537,342,493,70,81,112,71
2025-01-17,S068,P02644,301,304,2,1,102,72
2025-11-03,S028,P03309,323,390,50,17,149,85
2025-01-09,S029,P04036,11,20,4,5,96,61
2025-12-14,S060,P01075,303,410,34,73,31,80
2025-05-09,S054,P01233,138,229,36,55,35,69
2025-08-10,S100,P00077,183,266,48,35,170,83
2025-06-19,S033,P01246,90,117,17,10,77,13
2025-12-28,S007,P02397,103,160,15,42,175,85
2025-07-20,S045,P04228,172,225,35,18,71,30
2025-04-24,S053,P04524,31,54,11,12,14,49
2025-08-18,S060,P04283,232,244,2,10,131,51
2025-03-15,S080,P00512,284,591,168,139,118,28
2025-12-08,S099,P04170,384,495,38,73,127,19
2025-04-04,S049,P00183,71,106,8,27,137,43
2025-06-20,S094,P03123,128,150,8,14,55,88
2025-11-09,S009,P04136,170,296,46,80,168,75
2025-11-05,S083,P01497,225,278,3,50,108,82
2025-03-23,S037,P00911,271,388,4,113,35,16
2025-03-27,S100,P01516,379,464,28,57,29,33
2025-05-08,S068,P02090,103,164,38,23,18,37
2025-06-11,S074,P04400,250,305,15,40,178,70
2025-02-02,S098,P00669,26,49,10,13,162,84
2025-08-09,S076,P04266,239,333,46,48,199,80
2025-11-22,S029,P04869,158,216,48,10,41,26
2025-04-10,S046,P00262,348,571,143,80,5,16
2025-09-13,S060,P00968,117,144,7,20,120,84
2025-10-20,S046,P03004,122,142,5,15,31,87
2025-12-31,S027,P03325,294,455,29,132,196,20
2025-12-05,S066,P03604,185,232,26,21,76,37
2025-08-11,S030,P03390,59,94,18,17,67,17
2025-09-20,S095,P01857,155,238,50,33,58,50
2025-05-22,S048,P02299,368,455,53,34,16,43
2025-12-01,S012,P03534,309,350,26,15,96,11
2025-01-26,S010,P01428,253,429,60,116,187,44
2025-12-01,S064,P04025,230,529,156,143,188,54
2025-01-13,S068,P04462,287,442,93,62,106,93
2025-11-07,S074,P04334,129,180,1,50,115,13
2025-02-07,S079,P01846,107,121,13,1,188,99
2025-05-01,S012,P04591,307,338,31,0,89,71
2025-10-25,S057,P01792,135,194,10,49,92,44
2025-11-01,S060,P00641,110,156,5,41,147,75
2025-05-09,S012,P01338,418,552,88,46,16,89
2025-03-09,S090,P02435,211,341,44,86,34,37
2025-03-21,S028,P01622,280,430,90,60,183,46
2025-12-20,S060,P03325,70,117,32,15,36,97
2025-07-26,S091,P03353,76,91,5,10,9,43
2025-04-10,S045,P02713,174,236,19,43,101,86
2025-07-21,S029,P03191,324,386,26,36,162,67
2025-12-15,S002,P00732,105,126,3,18,171,59
2025-04-27,S056,P02517,109,136,25,2,80,43
2025-05-23,S009,P03976,347,486,87,52,101,25
2025-10-13,S044,P00617,360,465,13,92,4,69
2025-08-11,S035,P03449,29,53,11,13,184,29
2025-04-10,S096,P00534,365,466,62,39,192,25
2025-02-16,S012,P01422,272,371,84,15,147,83
2025-12-15,S031,P03658,194,400,112,94,184,47
2025-08-14,S073,P02827,288,589,150,151,144,76
2025-06-26,S009,P01708,183,248,59,6,101,91
2025-05-09,S031,P01214,284,466,51,131,59,88
2025-12-26,S058,P02475,342,505,114,49,172,38
2025-11-09,S003,P03732,409,571,46,116,51,65
2025-10-08,S029,P01776,221,308,70,17,144,91
2025-10-31,S011,P03191,383,433,7,43,94,59
2025-05-22,S088,P03628,80,152,34,38,43,49
2025-07-06,S066,P03764,215,309,38,56,147,73
2025-05-30,S082,P03855,293,385,83,9,146,28
2025-09-30,S021,P04568,213,310,39,58,46,33
2025-05-14,S031,P01426,318,453,110,25,50,35
2025-07-05,S092,P03431,100,144,25,19,122,72
2025-03-16,S090,P03858,41,53,4,8,17,60
2025-10-30,S098,P02111,389,532,21,122,120,24
2025-02-16,S055,P04205,301,485,118,66,179,58
2025-04-30,S016,P03795,113,153,6,34,31,84
2025-03-17,S066,P02333,236,309,50,23,81,99
2025-09-22,S051,P01265,321,367,33,13,139,81
2025-03-22,S007,P04609,410,535,7,118,27,55
2025-12-22,S071,P03449,260,427,98,69,67,36
2025-03-08,S004,P01027,245,271,24,2,189,79
2025-09-26,S028,P03251,68,71,0,3,162,10
2025-10-07,S035,P03376,36,46,3,7,73,24
2025-05-22,S020,P01062,310,459,129,20,36,60
2025-04-26,S016,P00227,94,223,65,64,170,61
2025-12-01,S015,P01177,113,136,19,4,90,76
2025-04-09,S025,P02220,141,215,41,33,199,45
2025-04-11,S099,P01344,494,597,70,33,93,75
2025-12-31,S074,P01230,47,85,18,20,40,36
2025-11-11,S033,P04036,271,385,23,91,117,28
2025-06-13,S014,P04777,57,85,11,17,112,41
2025-12-03,S094,P02626,57,117,32,28,84,86
2025-02-28,S010,P02308,106,125,2,17,109,74
2025-03-27,S080,P04664,270,369,14,85,30,74
2025-12-26,S052,P02161,264,544,128,152,58,45
2025-06-22,S021,P00706,380,506,13,113,171,78
2025-09-20,S084,P00488,415,475,21,39,28,11
2025-10-20,S097,P02850,101,135,32,2,171,70
2025-10-12,S035,P00738,19,35,9,7,34,80
2025-08-19,S035,P02502,416,571,103,52,14,64
2025-10-21,S025,P03357,368,474,103,3,21,75
2025-11-24,S073,P00390,103,134,30,1,155,51
2025-06-12,S056,P03267,24,48,13,11,168,67
2025-07-15,S043,P00138,366,432,21,45,38,72
2025-09-04,S066,P00655,229,337,24,84,50,47
2025-03-01,S062,P04092,122,140,8,10,78,51
2025-06-30,S085,P00935,37,42,3,2,109,55
2025-07-15,S012,P02819,366,433,17,50,22,76
2025-01-17,S089,P03994,454,515,27,34,175,72
2025-01-19,S019,P03647,30,55,14,11,160,96
2025-01-13,S013,P02492,163,207,24,20,139,79
2025-08-22,S038,P01643,201,266,56,9,2,50
2025-09-25,S039,P01190,213,274,27,34,80,67
2025-03-26,S004,P00260,34,45,6,5,61,69
2025-06-01,S019,P04111,58,67,2,7,54,47
2025-03-09,S035,P04816,75,79,0,4,152,42
2025-04-03,S025,P03735,114,146,13,19,51,65
2025-08-03,S030,P03472,279,321,40,2,16,20
2025-11-10,S066,P02163,108,228,64,56,76,80
2025-03-23,S007,P01593,200,276,54,22,91,18
2025-12-26,S020,P01526,91,153,24,38,12,30
2025-07-29,S015,P01304,254,420,115,51,88,86
2025-12-16,S036,P04299,311,445,29,105,193,64
2025-01-24,S053,P04255,216,331,27,88,5,13
2025-11-25,S094,P00429,120,255,74,61,139,74
2025-03-06,S025,P00375,265,353,71,17,187,45
2025-07-07,S055,P00860,201,322,35,86,36,92
2025-11-01,S029,P02115,223,313,47,43,44,96
2025-12-03,S029,P01060,60,92,16,16,153,76
2025-01-08,S016,P03495,312,378,41,25,6,47
2025-03-12,S030,P00159,240,331,49,42,42,68
2025-05-23,S037,P03471,360,514,130,24,64,61
2025-11-30,S061,P02375,405,520,22,93,55,47
2025-05-16,S085,P01963,299,334,18,17,133,19
2025-01-21,S071,P02774,125,157,22,10,46,54
2025-07-25,S028,P02828,129,218,39,50,14,96
2025-02-04,S054,P03203,190,219,19,10,96,53
2025-03-05,S030,P04876,436,564,48,80,138,32
2025-02-20,S096,P03583,22,24,1,1,103,57
2025-02-15,S030,P04837,326,516,153,37,170,31
2025-01-13,S037,P04209,219,411,92,100,118,18
2025-08-24,S056,P03203,344,593,135,114,130,66
2025-07-02,S018,P00210,164,260,46,50,192,91
2025-10-07,S075,P04174,106,230,59,65,40,11
2025-03-23,S015,P02330,359,529,93,77,0,35
2025-02-20,S049,P04876,161,252,67,24,134,23
2025-07-24,S089,P01122,22,26,3,1,126,22
2025-05-27,S039,P04610,355,480,79,46,168,13
2025-05-04,S049,P03728,211,242,15,16,40,55
2025-10-18,S099,P00037,83,138,40,15,109,98
2025-09-30,S013,P04690,47,105,28,30,171,60
2025-05-05,S032,P01381,17,20,0,3,142,90
2025-12-18,S081,P01842,217,308,63,28,6,10
2025-01-24,S025,P02315,221,246,7,18,134,16
2025-01-18,S069,P04286,327,364,10,27,185,90
2025-02-23,S003,P00115,379,523,83,61,167,33
2025-04-20,S001,P04746,200,241,15,26,61,43
2025-04-03,S070,P00344,151,185,26,8,21,34
2025-07-20,S045,P04024,384,457,51,22,128,19
2025-02-17,S083,P04556,140,188,26,22,197,27
2025-05-16,S032,P00527,289,369,5,75,175,93
2025-09-24,S008,P01695,132,256,49,75,39,61
2025-07-22,S038,P01736,349,496,141,6,190,34
2025-03-31,S018,P02048,318,424,62,44,72,60
2025-08-06,S028,P02855,375,541,76,90,90,83
2025-02-28,S048,P00250,441,558,103,14,20,17
2025-10-08,S070,P04252,100,187,42,45,71,84
2025-11-05,S052,P00848,435,586,38,113,144,36
2025-01-30,S067,P00605,268,476,90,118,88,84
2025-06-01,S047,P02299,191,391,91,109,28,87
2025-01-19,S074,P02977,292,383,52,39,182,34
2025-01-01,S006,P04922,450,598,99,49,126,70
2025-04-02,S100,P00617,204,336,37,95,81,92
2025-06-02,S019,P00191,101,146,25,20,114,22
2025-04-08,S072,P03803,56,125,36,33,134,43
2025-02-26,S042,P03831,100,187,50,37,60,94
2025-05-14,S064,P03537,175,378,101,102,155,36
2025-07-25,S090,P02620,53,72,2,17,187,24
2025-06-19,S099,P01087,72,104,7,25,6,91
2025-06-15,S063,P03942,31,42,4,7,32,79
2025-01-22,S011,P00633,361,441,76,4,82,92
2025-07-16,S002,P03081,278,440,87,75,46,44
2025-05-01,S085,P01976,269,380,10,101,149,80
2025-04-20,S001,P01367,91,175,42,42,105,67
2025-06-04,S034,P03063,104,156,18,34,92,74
2025-07-20,S054,P02966,22,31,1,8,164,55
2025-05-20,S056,P01901,88,112,19,5,159,35
2025-05-24,S093,P03461,404,559,152,3,99,44
2025-06-25,S083,P02007,31,33,2,0,91,58
2025-11-02,S010,P00154,411,507,93,3,197,71
2025-03-03,S098,P04762,296,563,112,155,89,34
2025-12-15,S039,P04636,352,495,142,1,92,17
2025-07-18,S048,P02787,318,506,71,117,23,79
2025-08-31,S058,P04354,331,454,37,86,160,81
2025-02-05,S024,P02496,316,482,58,108,186,82
2025-11-03,S092,P04812,142,204,4,58,48,16
2025-08-01,S077,P02487,105,156,24,27,152,94
2025-08-01,S028,P00841,291,449,112,46,183,35
2025-11-10,S039,P03425,247,381,36,98,182,49
2025-07-18,S096,P01505,127,139,7,5,25,86
2025-08-31,S032,P01479,208,252,21,23,59,86
2025-07-03,S004,P01795,107,136,8,21,106,12
2025-06-04,S072,P01153,304,551,125,122,5,59
2025-09-13,S042,P00538,284,326,4,38,5,93
2025-09-12,S091,P03566,103,172,47,22,138,61
2025-07-16,S003,P01988,314,553,121,118,134,37
2025-12-25,S001,P00861,366,442,15,61,52,15
2025-10-19,S097,P04331,454,594,84,56,112,92
2025-06-06,S055,P04027,201,233,2,30,79,66
2025-11-27,S069,P04167,136,223,26,61,33,74
2025-08-09,S088,P04437,266,478,140,72,192,96
2025-05-31,S008,P03175,21,27,4,2,99,45
2025-04-15,S050,P01820,190,246,38,18,119,13
2025-07-01,S022,P04103,220,375,90,65,126,89
2025-07-17,S096,P01224,217,231,5,9,194,81
2025-08-10,S094,P00890,295,472,88,89,38,12
2025-03-02,S063,P01527,511,567,11,45,56,57
2025-07-05,S099,P04604,29,53,12,12,190,59
2025-12-16,S006,P04761,32,46,12,2,128,54
2025-01-06,S043,P04235,273,328,41,14,63,63
2025-09-18,S025,P04902,347,386,1,38,30,66
2025-01-08,S055,P04065,326,395,16,53,98,29
2025-09-27,S097,P00626,451,553,82,20,20,60
2025-12-07,S002,P04985,438,451,1,12,77,16
2025-09-21,S025,P01433,20,31,3,8,36,68
2025-08-25,S099,P01380,191,197,5,1,0,24
2025-06-09,S055,P00481,51,70,1,18,20,86
2025-06-14,S086,P02184,47,83,13,23,191,22
2025-06-24,S031,P02792,171,222,0,51,30,70
2025-10-02,S057,P02043,134,193,17,42,124,86
2025-11-01,S011,P04462,361,437,10,66,42,39
2025-10-21,S067,P03666,208,398,118,72,178,30
2025-11-27,S075,P00488,347,525,33,145,161,20
2025-06-13,S038,P01058,151,174,11,12,174,75
2025-10-14,S084,P04776,160,243,29,54,62,91
2025-09-15,S092,P00080,114,178,49,15,52,95
2025-09-05,S043,P00289,17,24,4,3,81,90
2025-05-22,S073,P04615,78,118,23,17,97,12
2025-10-28,S076,P00694,472,577,88,17,6,90
2025-02-13,S088,P03310,311,519,88,120,12,42
2025-11-14,S053,P00917,330,493,50,113,146,89
2025-12-27,S032,P03405,439,553,42,72,164,94
2025-12-12,S009,P01412,326,470,129,15,7,98
2025-09-09,S083,P03880,476,534,15,43,148,97
2025-01-17,S048,P04301,314,508,99,95,116,20
2025-01-20,S019,P03315,400,582,135,47,167,48
2025-01-13,S093,P04698,174,230,30,26,107,69
2025-10-16,S095,P04687,173,206,33,0,140,89
2025-08-02,S049,P01557,343,547,121,83,74,82
2025-11-21,S013,P02587,125,176,44,7,41,11
2025-02-25,S034,P02823,225,415,106,84,146,93
2025-05-31,S056,P02993,319,533,72,142,142,49
2025-11-17,S004,P02947,19,27,5,3,41,94
2025-08-25,S054,P01952,150,229,62,17,127,36
2025-10-26,S020,P01159,273,433,119,41,196,13
2025-07-22,S038,P01343,356,547,134,57,93,45
2025-06-28,S022,P02352,193,295,39,63,134,49
2025-08-29,S009,P02967,187,331,59,85,16,33
2025-11-27,S087,P00748,87,138,22,29,0,15
2025-12-21,S045,P01500,373,554,31,150,46,35
2025-01-26,S060,P01057,322,457,50,85,89,23
2025-02-02,S040,P02718,304,406,91,11,19,50
2025-04-14,S010,P00611,145,183,27,11,61,76
2025-04-19,S064,P01246,34,42,2,6,161,53
2025-05-12,S010,P04721,51,99,26,22,176,63
2025-11-12,S075,P04448,341,425,75,9,114,10
2025-07-25,S047,P01119,285,394,11,98,74,87
2025-11-09,S100,P04020,242,323,3,78,182,22
2025-02-13,S065,P04461,305,538,112,121,187,13
2025-05-01,S026,P01919,89,130,10,31,67,28
2025-06-20,S086,P02916,351,520,27,142,119,73
2025-03-12,S021,P02581,162,257,48,47,8,30
2025-09-14,S045,P01222,67,89,13,9,166,31
2025-02-22,S043,P00520,187,323,66,70,113,46
2025-03-22,S059,P01220,477,553,68,8,92,42
2025-07-22,S002,P00542,214,234,5,15,10,71
2025-08-25,S031,P01467,27,28,1,0,128,98
2025-06-23,S040,P03780,213,310,68,29,112,25
2025-05-09,S049,P04194,182,347,72,93,21,94
2025-10-18,S040,P01610,38,56,4,14,118,29
2025-09-13,S092,P00776,180,335,97,58,21,50
2025-05-20,S006,P04322,272,394,106,16,50,26
2025-06-26,S088,P00879,317,587,107,163,51,26
2025-06-07,S030,P02905,147,221,58,16,86,33
2025-11-19,S050,P00461,153,234,47,34,115,48
2025-08-09,S060,P00640,250,470,98,122,38,22
2025-08-09,S018,P00701,47,61,13,1,148,35
2025-03-31,S003,P02624,132,247,63,52,70,69
2025-04-15,S067,P01914,220,229,2,7,126,88
2025-04-22,S089,P01623,95,111,12,4,135,82
2025-08-27,S002,P02637,407,484,44,33,94,15
