product_id,product_name,category,subcategory,brand,unit_cost,unit_price,size,color
P02244,Product 2244,Apparel,Caps,BrandA,115.53,171.53,M,Black
P02245,Product 2245,Footwear,Caps,BrandC,10.68,162.53,L,Red
P02246,Product 2246,Accessories,Caps,BrandB,140.72,83.33,L,Black
P02247,Product 2247,Accessories,Shoes,BrandA,18.78,54.84,M,Black
P02248,Product 2248,Apparel,Shoes,BrandC,102.73,69.9,S,Red
P02249,Product 2249,Accessories,Caps,BrandB,24.34,126.08,L,Blue
P02250,Product 2250,Apparel,Caps,BrandA,132.59,224.64,L,Blue
P02251,Product 2251,Apparel,Shoes,BrandA,79.05,83.81,M,Red
P02252,Product 2252,Apparel,Bags,BrandC,16.93,212.6,L,Red
P02253,Product 2253,Apparel,Caps,BrandB,94.42,152.54,L,Blue
P02254,Product 2254,Apparel,Shoes,BrandA,6.32,266.78,L,Blue
P02255,Product 2255,Accessories,Shoes,BrandB,117.52,77.55,S,Red
P02256,Product 2256,Footwear,Bags,BrandB,99.33,140.75,S,Red
P02257,Product 2257,Footwear,Shoes,BrandA,35.83,38.03,M,Red
P02258,Product 2258,Accessories,Shoes,BrandB,59.34,107.19,S,Black
P02259,Product 2259,Accessories,Caps,BrandA,6.13,157.0,L,Red
P02260,Product 2260,Footwear,Caps,BrandB,105.58,222.49,S,Black
P02261,Product 2261,Footwear,Bags,BrandA,51.79,67.44,L,Blue
P02262,Product 2262,Footwear,Bags,BrandC,87.88,73.25,L,Blue
P02263,Product 2263,Footwear,Shoes,BrandA,143.73,193.16,S,Red
P02264,Product 2264,Footwear,Caps,BrandA,48.42,120.91,S,Red
P02265,Product 2265,Apparel,Bags,BrandA,148.58,149.81,S,Blue
P02266,Product 2266,Accessories,Bags,BrandB,96.75,252.48,S,Blue
P02267,Product 2267,Apparel,Bags,BrandC,40.1,154.73,M,Blue
P02268,Product 2268,Footwear,Shoes,BrandB,68.33,199.22,S,Blue
P02269,Product 2269,Footwear,Caps,BrandB,112.37,200.46,M,Red
P02270,Product 2270,Footwear,Bags,BrandA,69.74,243.05,L,Black
P02271,Product 2271,Apparel,Caps,BrandB,14.93,195.06,M,Blue
P02272,Product 2272,Apparel,Bags,BrandA,29.45,28.79,L,Blue
P02273,Product 2273,Footwear,Bags,BrandC,119.74,109.23,M,Black
P02274,Product 2274,Apparel,Caps,BrandB,99.01,296.9,M,Red
P02275,Product 2275,Apparel,Caps,BrandB,87.62,66.99,L,Black
P02276,Product 2276,Footwear,Caps,BrandB,29.31,180.15,M,Red
P02277,Product 2277,Apparel,Shoes,BrandA,126.47,254.45,L,Red
P02278,Product 2278,Accessories,Bags,BrandA,144.31,180.1,S,Red
P02279,Product 2279,Accessories,Shoes,BrandB,10.93,117.96,L,Red
P02280,Product 2280,Accessories,Caps,BrandB,16.31,33.27,M,Red
P02281,Product 2281,Accessories,Bags,BrandC,133.29,114.88,S,Blue
P02282,Product 2282,Footwear,Shoes,BrandC,123.26,62.8,M,Red
P02283,Product 2283,Footwear,Bags,BrandC,94.6,288.65,S,Blue
P02284,Product 2284,Footwear,Shoes,BrandC,142.02,217.36,L,Red
P02285,Product 2285,Accessories,Caps,BrandC,98.73,227.32,S,Blue
P02286,Product 2286,Accessories,Shoes,BrandA,36.32,136.43,S,Black
P02287,Product 2287,Apparel,Bags,BrandC,110.65,41.89,S,Black
P02288,Product 2288,Apparel,Bags,BrandC,98.63,87.35,M,Blue
P02289,Product 2289,Accessories,Bags,BrandB,147.93,85.32,S,Red
P02290,Product 2290,Accessories,Bags,BrandA,36.01,151.17,L,Blue
P02291,Product 2291,Accessories,Caps,BrandC,91.69,143.68,L,Blue
P02292,Product 2292,Accessories,Shoes,BrandC,118.12,135.69,L,Red
P02293,Product 2293,Apparel,Caps,BrandC,54.15,153.83,S,Black
P02294,Product 2294,Accessories,Caps,BrandB,60.05,296.24,L,Blue
P02295,Product 2295,Apparel,Caps,BrandB,133.75,96.52,M,Black
P02296,Product 2296,Accessories,Bags,BrandB,63.61,188.43,L,Black
P02297,Product 2297,Accessories,Bags,BrandC,95.59,79.46,S,Black
P02298,Product 2298,Accessories,Bags,BrandB,133.94,145.32,L,Blue
P02299,Product 2299,Apparel,Shoes,BrandC,35.42,68.01,S,Blue
P02300,Product 2300,Apparel,Bags,BrandA,147.37,171.88,S,Red
P02301,Product 2301,Footwear,Shoes,BrandC,106.78,86.85,L,Red
P02302,Product 2302,Accessories,Bags,BrandB,76.94,20.67,M,Blue
P02303,Product 2303,Footwear,Bags,BrandA,67.48,246.43,M,Red
P02304,Product 2304,Footwear,Caps,BrandC,143.38,47.19,L,Black
P02305,Product 2305,Apparel,Caps,BrandA,34.83,116.73,S,Black
P02306,Product 2306,Apparel,Caps,BrandA,50.19,148.38,L,Blue
P02307,Product 2307,Footwear,Shoes,BrandA,49.63,135.42,S,Black
P02308,Product 2308,Accessories,Shoes,BrandC,46.91,220.44,S,Blue
P02309,Product 2309,Apparel,Bags,BrandB,72.94,183.07,S,Blue
P02310,Product 2310,Accessories,Shoes,BrandC,148.43,95.66,M,Blue
P02311,Product 2311,Accessories,Bags,BrandB,133.87,24.99,M,Black
P02312,Product 2312,Footwear,Shoes,BrandC,52.55,232.6,L,Blue
P02313,Product 2313,Footwear,Shoes,BrandC,66.32,112.23,M,Blue
P02314,Product 2314,Footwear,Shoes,BrandC,102.07,268.02,S,Red
P02315,Product 2315,Footwear,Caps,BrandB,7.49,124.57,S,Black
P02316,Product 2316,Apparel,Shoes,BrandC,123.92,218.12,L,Blue
P02317,Product 2317,Apparel,Caps,BrandA,132.57,282.47,S,Red
P02318,Product 2318,Footwear,Caps,BrandC,129.29,198.83,L,Blue
P02319,Product 2319,Apparel,Shoes,BrandA,59.38,129.91,L,Black
P02320,Product 2320,Footwear,Bags,BrandB,71.99,174.55,S,Red
P02321,Product 2321,Accessories,Bags,BrandB,6.8,167.6,M,Red
P02322,Product 2322,Accessories,Bags,BrandC,62.91,179.6,S,Blue
P02323,Product 2323,Accessories,Shoes,BrandC,71.76,52.58,S,Blue
P02324,Product 2324,Footwear,Bags,BrandC,136.51,212.57,L,Black
P02325,Product 2325,Accessories,Caps,BrandA,134.63,52.06,M,Black
P02326,Product 2326,Apparel,Bags,BrandB,145.08,14.24,L,Blue
P02327,Product 2327,Accessories,Shoes,BrandA,133.34,191.19,S,Red
P02328,Product 2328,Accessories,Bags,BrandA,6.19,43.9,L,Black
P02329,Product 2329,Accessories,Caps,BrandC,98.01,233.42,L,Black
P02330,Product 2330,Apparel,Shoes,BrandC,14.89,261.13,S,Red
P02331,Product 2331,Footwear,Bags,BrandA,44.53,283.97,L,Blue
P02332,Product 2332,Apparel,Shoes,BrandA,88.85,202.7,S,Black
P02333,Product 2333,Footwear,Shoes,BrandC,106.59,149.78,L,Red
P02334,Product 2334,Footwear,Shoes,BrandC,99.92,112.16,M,Black
P02335,Product 2335,Accessories,Bags,BrandA,12.11,152.37,S,Red
P02336,Product 2336,Footwear,Shoes,BrandC,20.02,65.2,M,Black
P02337,Product 2337,Apparel,Bags,BrandC,23.65,111.04,L,Blue
P02338,Product 2338,Apparel,Caps,BrandA,18.26,218.2,M,Red
P02339,Product 2339,Footwear,Bags,BrandA,30.84,73.05,M,Black
P02340,Product 2340,Accessories,Caps,BrandB,104.83,86.58,M,Black
P02341,Product 2341,Accessories,Bags,BrandA,125.47,227.31,L,Red
P02342,Product 2342,Apparel,Shoes,BrandC,64.28,61.57,S,Red
P02343,Product 2343,Accessories,Bags,BrandA,105.45,81.31,L,Blue
P02344,Product 2344,Footwear,Shoes,BrandA,34.0,15.09,L,Red
P02345,Product 2345,Footwear,Caps,BrandA,146.13,218.81,L,Black
P02346,Product 2346,Apparel,Bags,BrandB,55.75,189.19,S,Blue
P02347,Product 2347,Footwear,Shoes,BrandB,127.65,211.37,L,Red
P02348,Product 2348,Apparel,Caps,BrandC,142.08,72.16,L,Black
P02349,Product 2349,Footwear,Caps,BrandB,130.38,209.34,S,Red
P02350,Product 2350,Apparel,Bags,BrandA,14.72,182.95,S,Black
P02351,Product 2351,Accessories,Caps,BrandB,99.29,116.18,S,Black
P02352,Product 2352,Footwear,Shoes,BrandA,22.41,136.97,M,Blue
P02353,Product 2353,Footwear,Caps,BrandB,5.82,174.7,S,Blue
P02354,Product 2354,Apparel,Caps,BrandB,12.51,153.05,M,Red
P02355,Product 2355,Apparel,Shoes,BrandB,137.84,196.13,M,Blue
P02356,Product 2356,Footwear,Caps,BrandA,136.73,62.48,L,Red
P02357,Product 2357,Apparel,Caps,BrandB,37.74,166.81,M,Blue
P02358,Product 2358,Footwear,Caps,BrandA,84.32,140.58,L,Blue
P02359,Product 2359,Accessories,Caps,BrandA,143.48,143.7,M,Red
P02360,Product 2360,Apparel,Shoes,BrandC,77.02,146.12,S,Blue
P02361,Product 2361,Footwear,Caps,BrandB,62.07,265.63,L,Blue
P02362,Product 2362,Accessories,Shoes,BrandC,75.07,247.4,M,Blue
P02363,Product 2363,Accessories,Caps,BrandC,119.58,192.58,L,Blue
P02364,Product 2364,Footwear,Caps,BrandA,74.21,217.78,S,Red
P02365,Product 2365,Apparel,Caps,BrandB,118.58,22.41,M,Black
P02366,Product 2366,Footwear,Caps,BrandA,67.6,225.76,M,Red
P02367,Product 2367,Accessories,Shoes,BrandA,41.54,150.99,S,Red
P02368,Product 2368,Footwear,Shoes,BrandB,52.34,102.15,M,Red
P02369,Product 2369,Apparel,Shoes,BrandA,16.28,50.54,M,Blue
P02370,Product 2370,Accessories,Bags,BrandB,77.12,31.81,L,Blue
P02371,Product 2371,Footwear,Caps,BrandB,26.48,23.02,M,Black
P02372,Product 2372,Apparel,Caps,BrandA,122.67,56.92,S,Blue
P02373,Product 2373,Accessories,Shoes,BrandA,65.99,18.74,M,Black
P02374,Product 2374,Apparel,Bags,BrandC,115.93,222.47,L,Black
P02375,Product 2375,Accessories,Caps,BrandA,143.4,82.1,M,Blue
P02376,Product 2376,Footwear,Shoes,BrandB,128.17,116.93,L,Black
P02377,Product 2377,Apparel,Caps,BrandC,142.96,248.59,M,Red
P02378,Product 2378,Accessories,Caps,BrandB,87.35,43.25,L,Red
P02379,Product 2379,Apparel,Shoes,BrandC,28.97,252.32,L,Red
P02380,Product 2380,Apparel,Shoes,BrandA,140.63,195.47,M,Black
P02381,Product 2381,Footwear,Caps,BrandA,130.93,109.19,S,Black
P02382,Product 2382,Apparel,Caps,BrandA,130.34,44.16,S,Red
P02383,Product 2383,Accessories,Shoes,BrandB,105.52,36.53,M,Blue
P02384,Product 2384,Accessories,Caps,BrandC,95.61,107.3,M,Red
P02385,Product 2385,Accessories,Caps,BrandB,7.13,50.7,M,Blue
P02386,Product 2386,Accessories,Shoes,BrandC,113.47,87.64,M,Blue
P02387,Product 2387,Footwear,Caps,BrandA,18.27,25.36,M,Black
P02388,Product 2388,Apparel,Caps,BrandB,42.66,182.55,S,Black
P02389,Product 2389,Footwear,Bags,BrandA,84.97,52.13,L,Blue
P02390,Product 2390,Apparel,Shoes,BrandB,70.5,229.45,L,Blue
P02391,Product 2391,Apparel,Bags,BrandA,7.29,73.27,S,Blue
P02392,Product 2392,Apparel,Bags,BrandB,124.48,241.41,S,Black
P02393,Product 2393,Footwear,Bags,BrandB,132.43,65.07,L,Red
P02394,Product 2394,Apparel,Caps,BrandC,103.87,219.2,S,Blue
P02395,Product 2395,Footwear,Caps,BrandA,83.45,106.59,M,Black
P02396,Product 2396,Accessories,Bags,BrandC,144.31,179.1,S,Red
P02397,Product 2397,Accessories,Bags,BrandC,22.39,21.21,S,Black
P02398,Product 2398,Apparel,Bags,BrandA,112.0,153.62,S,Red
P02399,Product 2399,Footwear,Caps,BrandB,23.61,53.12,S,Black
P02400,Product 2400,Accessories,Bags,BrandC,60.37,151.03,L,Red
P02401,Product 2401,Footwear,Bags,BrandA,89.9,50.99,L,Blue
P02402,Product 2402,Footwear,Shoes,BrandB,111.88,136.76,L,Black
P02403,Product 2403,Apparel,Shoes,BrandC,5.54,42.08,L,Red
P02404,Product 2404,Accessories,Caps,BrandC,42.79,73.79,M,Red
P02405,Product 2405,Apparel,Shoes,BrandC,83.04,182.57,M,Red
P02406,Product 2406,Apparel,Shoes,BrandB,82.27,293.23,L,Blue
P02407,Product 2407,Accessories,Shoes,BrandC,97.46,140.26,L,Black
P02408,Product 2408,Accessories,Caps,BrandB,49.06,209.28,L,Red
P02409,Product 2409,Footwear,Shoes,BrandC,83.38,166.43,S,Blue
P02410,Product 2410,Accessories,Caps,BrandA,32.52,154.52,M,Blue
P02411,Product 2411,Footwear,Bags,BrandC,32.1,28.76,M,Blue
P02412,Product 2412,Footwear,Shoes,BrandA,88.6,51.85,S,Blue
P02413,Product 2413,Footwear,Caps,BrandA,104.39,266.09,S,Blue
P02414,Product 2414,Accessories,Shoes,BrandA,22.46,128.95,S,Blue
P02415,Product 2415,Apparel,Bags,BrandB,22.8,188.16,M,Blue
P02416,Product 2416,Footwear,Caps,BrandA,86.97,163.19,S,Black
P02417,Product 2417,Apparel,Caps,BrandC,44.16,119.88,S,Black
P02418,Product 2418,Apparel,Caps,BrandB,61.9,122.47,S,Blue
P02419,Product 2419,Accessories,Bags,BrandA,63.11,171.08,L,Red
P02420,Product 2420,Apparel,Bags,BrandB,30.89,50.93,S,Red
P02421,Product 2421,Apparel,Bags,BrandB,5.19,122.31,L,Red
P02422,Product 2422,Accessories,Caps,BrandB,128.71,139.62,M,Blue
P02423,Product 2423,Footwear,Bags,BrandC,108.68,295.69,M,Red
P02424,Product 2424,Apparel,Shoes,BrandA,105.13,111.92,M,Black
P02425,Product 2425,Accessories,Bags,BrandB,84.24,196.93,L,Black
P02426,Product 2426,Apparel,Caps,BrandB,106.64,49.85,S,Black
P02427,Product 2427,Apparel,Shoes,BrandB,140.67,28.99,M,Black
P02428,Product 2428,Footwear,Bags,BrandA,101.52,262.75,S,Blue
P02429,Product 2429,Apparel,Shoes,BrandB,43.44,221.91,L,Black
P02430,Product 2430,Accessories,Shoes,BrandB,87.73,102.07,M,Red
P02431,Product 2431,Apparel,Caps,BrandC,69.14,156.33,S,Red
P02432,Product 2432,Footwear,Shoes,BrandA,85.68,49.37,S,Black
P02433,Product 2433,Footwear,Shoes,BrandC,80.05,215.08,M,Black
P02434,Product 2434,Accessories,Caps,BrandA,129.52,30.4,S,Black
P02435,Product 2435,Footwear,Caps,BrandA,99.51,229.54,L,Red
P02436,Product 2436,Apparel,Caps,BrandA,32.37,168.58,M,Red
P02437,Product 2437,Footwear,Shoes,BrandC,14.14,90.87,M,Black
P02438,Product 2438,Accessories,Shoes,BrandC,66.53,260.15,M,Red
P02439,Product 2439,Footwear,Shoes,BrandC,7.26,295.96,M,Red
P02440,Product 2440,Footwear,Caps,BrandC,51.15,83.76,L,Blue
P02441,Product 2441,Footwear,Bags,BrandB,58.36,243.81,L,Black
P02442,Product 2442,Accessories,Shoes,BrandB,59.46,227.55,S,Black
P02443,Product 2443,Footwear,Bags,BrandB,147.01,226.69,L,Blue
P02444,Product 2444,Footwear,Caps,BrandA,49.07,287.6,S,Blue
P02445,Product 2445,Apparel,Shoes,BrandB,43.46,151.12,S,Red
P02446,Product 2446,Accessories,Bags,BrandA,23.76,205.51,M,Blue
P02447,Product 2447,Footwear,Shoes,BrandC,79.1,248.92,S,Black
P02448,Product 2448,Accessories,Shoes,BrandA,27.28,149.07,M,Black
P02449,Product 2449,Footwear,Shoes,BrandA,94.36,149.62,S,Black
P02450,Product 2450,Footwear,Bags,BrandB,27.5,102.41,L,Red
P02451,Product 2451,Footwear,Caps,BrandC,88.62,236.44,M,Red
P02452,Product 2452,Apparel,Shoes,BrandC,124.81,209.0,S,Black
P02453,Product 2453,Apparel,Caps,BrandB,11.17,140.83,L,Black
P02454,Product 2454,Apparel,Caps,BrandC,65.86,131.61,L,Red
P02455,Product 2455,Accessories,Bags,BrandC,71.85,31.05,M,Red
P02456,Product 2456,Accessories,Bags,BrandC,119.71,11.89,M,Blue
P02457,Product 2457,Apparel,Caps,BrandB,72.85,163.38,M,Red
P02458,Product 2458,Accessories,Shoes,BrandC,87.29,131.07,S,Red
P02459,Product 2459,Footwear,Bags,BrandA,119.72,240.85,M,Black
P02460,Product 2460,Footwear,Shoes,BrandA,86.16,167.37,L,Black
P02461,Product 2461,Footwear,Shoes,BrandC,56.95,281.64,L,Black
P02462,Product 2462,Apparel,Shoes,BrandB,17.45,66.88,M,Blue
P02463,Product 2463,Accessories,Caps,BrandB,110.84,297.14,M,Red
P02464,Product 2464,Apparel,Shoes,BrandB,131.32,96.4,L,Blue
P02465,Product 2465,Accessories,Caps,BrandC,145.66,196.3,S,Red
P02466,Product 2466,Footwear,Caps,BrandC,139.36,155.54,L,Red
P02467,Product 2467,Apparel,Shoes,BrandA,120.63,114.28,L,Black
P02468,Product 2468,Accessories,Shoes,BrandB,98.3,50.4,L,Red
P02469,Product 2469,Accessories,Shoes,BrandA,118.31,49.1,M,Blue
P02470,Product 2470,Footwear,Shoes,BrandA,67.65,216.34,S,Black
P02471,Product 2471,Apparel,Caps,BrandB,91.24,119.52,S,Blue
P02472,Product 2472,Apparel,Shoes,BrandC,55.56,288.78,M,Blue
P02473,Product 2473,Apparel,Shoes,BrandC,52.37,104.44,L,Black
P02474,Product 2474,Footwear,Caps,BrandA,114.72,295.22,M,Red
P02475,Product 2475,Apparel,Bags,BrandA,70.82,69.57,M,Blue
P02476,Product 2476,Footwear,Bags,BrandA,35.76,39.82,S,Red
P02477,Product 2477,Footwear,Caps,BrandA,34.28,100.65,S,Black
P02478,Product 2478,Footwear,Bags,BrandB,129.58,266.82,M,Red
P02479,Product 2479,Accessories,Caps,BrandA,103.28,161.34,M,Red
P02480,Product 2480,Apparel,Shoes,BrandA,84.18,49.34,S,Black
P02481,Product 2481,Apparel,Shoes,BrandC,63.14,68.72,S,Red
P02482,Product 2482,Footwear,Bags,BrandC,67.47,100.27,L,Blue
P02483,Product 2483,Footwear,Shoes,BrandC,13.33,181.15,M,Blue
P02484,Product 2484,Apparel,Bags,BrandB,70.96,106.39,L,Blue
P02485,Product 2485,Footwear,Bags,BrandB,120.34,226.65,L,Red
P02486,Product 2486,Apparel,Shoes,BrandC,61.26,188.73,L,Blue
P02487,Product 2487,Accessories,Shoes,BrandC,60.62,263.41,S,Red
P02488,Product 2488,Footwear,Bags,BrandA,7.28,155.28,L,Red
P02489,Product 2489,Apparel,Shoes,BrandA,71.39,106.04,S,Red
P02490,Product 2490,Footwear,Caps,BrandB,8.67,298.92,S,Red
P02491,Product 2491,Apparel,Shoes,BrandB,87.7,113.13,S,Black
P02492,Product 2492,Apparel,Shoes,BrandA,78.48,134.29,M,Blue
P02493,Product 2493,Footwear,Caps,BrandC,126.8,244.65,L,Blue
P02494,Product 2494,Accessories,Shoes,BrandA,89.36,35.7,S,Red
P02495,Product 2495,Apparel,Shoes,BrandB,51.9,122.08,M,Black
P02496,Product 2496,Apparel,Bags,BrandB,79.85,34.86,M,Red
P02497,Product 2497,Apparel,Shoes,BrandA,106.46,50.4,M,Blue
P02498,Product 2498,Accessories,Shoes,BrandA,18.62,11.35,S,Blue
P02499,Product 2499,Accessories,Caps,BrandA,95.06,12.77,S,Black
P02500,Product 2500,Footwear,Bags,BrandB,137.91,120.28,S,Red
P02501,Product 2501,Accessories,Bags,BrandC,48.37,244.66,M,Black
P02502,Product 2502,Footwear,Bags,BrandA,95.86,180.23,S,Red
P02503,Product 2503,Footwear,Shoes,BrandB,124.09,194.13,L,Black
P02504,Product 2504,Accessories,Bags,BrandB,79.21,160.58,S,Blue
P02505,Product 2505,Footwear,Caps,BrandB,109.11,247.74,S,Black
P02506,Product 2506,Accessories,Bags,BrandA,50.1,265.31,L,Blue
P02507,Product 2507,Footwear,Caps,BrandA,49.38,256.42,S,Blue
P02508,Product 2508,Accessories,Bags,BrandC,101.8,245.52,S,Red
P02509,Product 2509,Accessories,Bags,BrandB,107.28,62.99,S,Black
P02510,Product 2510,Footwear,Caps,BrandA,140.87,182.22,S,Black
P02511,Product 2511,Apparel,Bags,BrandB,37.6,178.83,M,Black
P02512,Product 2512,Footwear,Bags,BrandB,72.89,163.1,S,Black
P02513,Product 2513,Accessories,Bags,BrandC,41.32,149.44,L,Red
P02514,Product 2514,Apparel,Shoes,BrandA,16.61,35.86,L,Red
P02515,Product 2515,Footwear,Caps,BrandA,63.47,39.63,M,Red
P02516,Product 2516,Footwear,Bags,BrandB,59.24,271.66,S,Blue
P02517,Product 2517,Footwear,Caps,BrandB,44.21,192.75,L,Blue
P02518,Product 2518,Apparel,Caps,BrandC,48.06,86.07,M,Blue
P02519,Product 2519,Accessories,Caps,BrandC,57.26,91.0,S,Red
P02520,Product 2520,Footwear,Bags,BrandC,148.38,186.96,M,Blue
P02521,Product 2521,Footwear,Bags,BrandC,118.53,128.01,S,Black
P02522,Product 2522,Footwear,Caps,BrandC,15.35,137.98,M,Blue
P02523,Product 2523,Footwear,Shoes,BrandC,131.5,27.59,M,Red
P02524,Product 2524,Footwear,Caps,BrandB,96.83,50.23,L,Red
P02525,Product 2525,Accessories,Shoes,BrandC,134.14,124.07,L,Red
P02526,Product 2526,Accessories,Caps,BrandB,54.55,212.91,M,Red
P02527,Product 2527,Footwear,Caps,BrandB,72.36,23.93,S,Black
P02528,Product 2528,Apparel,Caps,BrandA,134.95,107.02,S,Blue
P02529,Product 2529,Accessories,Bags,BrandB,44.52,211.57,S,Blue
P02530,Product 2530,Apparel,Shoes,BrandB,137.75,239.69,S,Red
P02531,Product 2531,Accessories,Shoes,BrandC,125.13,65.16,S,Blue
P02532,Product 2532,Footwear,Caps,BrandB,147.18,222.13,L,Black
P02533,Product 2533,Accessories,Bags,BrandC,52.02,287.07,M,Red
P02534,Product 2534,Footwear,Bags,BrandC,39.18,272.98,L,Blue
P02535,Product 2535,Accessories,Shoes,BrandC,52.98,238.92,S,Blue
P02536,Product 2536,Footwear,Bags,BrandA,143.42,216.57,M,Blue
P02537,Product 2537,Footwear,Shoes,BrandC,53.3,78.19,S,Blue
P02538,Product 2538,Footwear,Shoes,BrandB,86.96,193.83,S,Red
P02539,Product 2539,Footwear,Shoes,BrandC,63.53,196.55,M,Red
P02540,Product 2540,Apparel,Bags,BrandC,62.45,127.98,S,Black
P02541,Product 2541,Footwear,Shoes,BrandC,33.04,152.97,L,Red
P02542,Product 2542,Apparel,Shoes,BrandA,82.88,211.27,L,Blue
P02543,Product 2543,Apparel,Caps,BrandB,128.16,286.11,L,Blue
P02544,Product 2544,Footwear,Shoes,BrandA,12.18,95.64,S,Blue
P02545,Product 2545,Apparel,Shoes,BrandB,133.94,81.45,L,Black
P02546,Product 2546,Accessories,Caps,BrandA,101.49,184.52,S,Red
P02547,Product 2547,Footwear,Caps,BrandB,94.43,47.93,S,Red
P02548,Product 2548,Apparel,Bags,BrandA,95.76,178.93,L,Red
P02549,Product 2549,Footwear,Shoes,BrandC,47.96,35.77,L,Blue
P02550,Product 2550,Footwear,Bags,BrandA,65.2,152.27,S,Blue
P02551,Product 2551,Footwear,Bags,BrandA,120.9,189.92,S,Blue
P02552,Product 2552,Apparel,Caps,BrandC,49.43,30.33,S,Black
P02553,Product 2553,Accessories,Bags,BrandC,73.15,70.02,S,Black
P02554,Product 2554,Accessories,Shoes,BrandB,7.85,107.26,L,Blue
P02555,Product 2555,Apparel,Caps,BrandB,111.37,116.89,S,Black
P02556,Product 2556,Footwear,Shoes,BrandB,65.57,206.07,S,Black
P02557,Product 2557,Apparel,Shoes,BrandA,81.18,163.42,S,Black
P02558,Product 2558,Apparel,Caps,BrandB,21.63,120.81,S,Red
P02559,Product 2559,Apparel,Shoes,BrandA,148.8,140.7,S,Black
P02560,Product 2560,Footwear,Caps,BrandA,48.86,13.76,M,Blue
P02561,Product 2561,Apparel,Shoes,BrandB,97.07,233.45,M,Red
P02562,Product 2562,Footwear,Caps,BrandB,89.28,21.89,M,Black
P02563,Product 2563,Apparel,Bags,BrandA,118.84,250.5,L,Blue
P02564,Product 2564,Accessories,Shoes,BrandC,47.61,166.89,S,Black
P02565,Product 2565,Apparel,Caps,BrandC,114.61,163.07,L,Blue
P02566,Product 2566,Apparel,Shoes,BrandA,60.46,214.33,S,Blue
P02567,Product 2567,Accessories,Shoes,BrandB,64.62,259.27,M,Black
P02568,Product 2568,Footwear,Shoes,BrandA,102.54,283.37,S,Black
P02569,Product 2569,Footwear,Caps,BrandA,118.72,167.58,L,Red
P02570,Product 2570,Apparel,Bags,BrandB,101.7,53.69,L,Black
P02571,Product 2571,Accessories,Bags,BrandC,135.48,264.8,S,Blue
P02572,Product 2572,Footwear,Bags,BrandA,46.35,21.79,L,Red
P02573,Product 2573,Apparel,Caps,BrandC,135.59,244.13,M,Blue
P02574,Product 2574,Accessories,Bags,BrandC,23.98,207.32,S,Blue
P02575,Product 2575,Footwear,Caps,BrandB,100.63,272.37,M,Black
P02576,Product 2576,Footwear,Shoes,BrandA,84.41,270.26,M,Blue
P02577,Product 2577,Accessories,Shoes,BrandA,76.72,25.41,L,Black
P02578,Product 2578,Accessories,Bags,BrandC,50.08,186.74,S,Blue
P02579,Product 2579,Accessories,Caps,BrandC,78.04,46.15,M,Red
P02580,Product 2580,Accessories,Shoes,BrandB,28.46,32.76,M,Black
P02581,Product 2581,Apparel,Caps,BrandC,58.55,140.0,S,Red
P02582,Product 2582,Accessories,Caps,BrandB,19.31,38.3,L,Black
P02583,Product 2583,Footwear,Shoes,BrandA,87.92,221.09,M,Red
P02584,Product 2584,Footwear,Caps,BrandB,18.89,290.99,S,Black
P02585,Product 2585,Apparel,Shoes,BrandC,28.25,175.18,S,Red
P02586,Product 2586,Footwear,Shoes,BrandA,17.39,78.2,M,Red
P02587,Product 2587,Footwear,Shoes,BrandB,60.29,254.53,M,Black
P02588,Product 2588,Accessories,Caps,BrandA,127.08,257.4,M,Black
P02589,Product 2589,Footwear,Shoes,BrandB,136.5,222.51,L,Blue
P02590,Product 2590,Apparel,Caps,BrandC,15.42,188.39,L,Blue
P02591,Product 2591,Accessories,Shoes,BrandC,97.01,261.66,S,Black
P02592,Product 2592,Accessories,Shoes,BrandA,104.24,57.35,S,Black
P02593,Product 2593,Apparel,Bags,BrandA,82.4,280.16,M,Red
P02594,Product 2594,Accessories,Bags,BrandA,101.71,284.69,S,Red
P02595,Product 2595,Accessories,Bags,BrandB,38.89,262.88,L,Blue
P02596,Product 2596,Apparel,Caps,BrandC,76.0,82.69,S,Blue
P02597,Product 2597,Accessories,Caps,BrandA,61.68,258.87,S,Blue
P02598,Product 2598,Apparel,Shoes,BrandA,18.01,154.32,M,Red
P02599,Product 2599,Apparel,Shoes,BrandA,95.71,182.53,M,Red
P02600,Product 2600,Footwear,Shoes,BrandB,76.81,253.77,L,Red
P02601,Product 2601,Footwear,Shoes,BrandA,44.9,18.58,S,Blue
P02602,Product 2602,Accessories,Caps,BrandA,73.68,115.25,S,Black
P02603,Product 2603,Accessories,Shoes,BrandB,117.42,246.55,S,Blue
P02604,Product 2604,Apparel,Shoes,BrandB,121.24,246.05,M,Red
P02605,Product 2605,Accessories,Bags,BrandA,99.18,256.12,L,Blue
P02606,Product 2606,Apparel,Shoes,BrandA,72.82,59.07,S,Blue
P02607,Product 2607,Apparel,Shoes,BrandB,88.48,214.71,S,Blue
P02608,Product 2608,Accessories,Shoes,BrandC,60.83,52.49,S,Blue
P02609,Product 2609,Apparel,Caps,BrandB,23.35,237.68,S,Red
P02610,Product 2610,Footwear,Bags,BrandC,60.91,81.09,L,Blue
P02611,Product 2611,Accessories,Shoes,BrandA,81.9,223.97,L,Red
P02612,Product 2612,Footwear,Shoes,BrandA,91.83,141.95,L,Blue
P02613,Product 2613,Accessories,Bags,BrandC,140.69,296.02,M,Red
